dataset,source,page_title,text_id,raw_text,cleaned_text,word_count,dataset_label,cluster,pca_x,pca_y,cluster_name
landforms,wikipedia,Desert,Desert_10,"Potential evapotranspiration supplements the measurement of precipitation in providing a scientific measurement-based definition of a desert. The water budget of an area can be calculated using the formula P − PE ± S, wherein P is precipitation, PE is potential evapotranspiration rates and S is the amount of surface storage of water. Evapotranspiration is the combination of water loss through atmospheric evaporation and through the life processes of plants. Potential evapotranspiration, then, is the amount of water that could evaporate in any given region. As an example, Tucson, Arizona receives about 300 mm (12 in) of rain per year, however about 2,500 mm (98 in) of water could evaporate over the course of a year. In other words, about eight times more water could evaporate from the region than actually falls as rain. Rates of evapotranspiration in cold regions such as Alaska are much lower because of the lack of heat to aid in the evaporation process.","Potential evapotranspiration supplements the measurement of precipitation in providing a scientific measurement-based definition of a desert. The water budget of an area can be calculated using the formula P − PE ± S, wherein P is precipitation, PE is potential evapotranspiration rates and S is the amount of surface storage of water. Evapotranspiration is the combination of water loss through atmospheric evaporation and through the life processes of plants. Potential evapotranspiration, then, is the amount of water that could evaporate in any given region. As an example, Tucson, Arizona receives about 300 mm (12 in) of rain per year, however about 2,500 mm (98 in) of water could evaporate over the course of a year. In other words, about eight times more water could evaporate from the region than actually falls as rain. Rates of evapotranspiration in cold regions such as Alaska are much lower because of the lack of heat to aid in the evaporation process.",157,landforms,5,0.34453395,0.025626605,atmospheric_abstract
landforms,wikipedia,Desert,Desert_11,"Deserts are sometimes classified as ""hot"" or ""cold"", ""semiarid"" or ""coastal"". The characteristics of hot deserts include high temperatures in summer; greater evaporation than precipitation, usually exacerbated by high temperatures, strong winds and lack of cloud cover; considerable variation in the occurrence of precipitation, its intensity and distribution; and low humidity. Winter temperatures vary considerably between different deserts and are often related to the location of the desert on the continental landmass and the latitude. Daily variations in temperature can be as great as 22 °C (40 °F) or more, with heat loss by radiation at night being increased by the clear skies.","Deserts are sometimes classified as ""hot"" or ""cold"", ""semiarid"" or ""coastal"". The characteristics of hot deserts include high temperatures in summer; greater evaporation than precipitation, usually exacerbated by high temperatures, strong winds and lack of cloud cover; considerable variation in the occurrence of precipitation, its intensity and distribution; and low humidity. Winter temperatures vary considerably between different deserts and are often related to the location of the desert on the continental landmass and the latitude. Daily variations in temperature can be as great as 22 °C (40 °F) or more, with heat loss by radiation at night being increased by the clear skies.",103,landforms,5,0.35687515,0.0754648,atmospheric_abstract
landforms,wikipedia,Desert,Desert_12,"Cold deserts, sometimes known as temperate deserts, occur at higher latitudes than hot deserts, and the aridity is caused by the dryness of the air. Some cold deserts are far from the ocean and others are separated by mountain ranges from the sea, and in both cases, there is insufficient moisture in the air to cause much precipitation. The largest of these deserts are found in Central Asia. Others occur on the eastern side of the Rocky Mountains, the eastern side of the southern Andes and in southern Australia. Polar deserts are a particular class of cold desert. The air is very cold and carries little moisture so little precipitation occurs and what does fall, usually snow, is carried along in the often strong wind and may form blizzards, drifts and dunes similar to those caused by dust and sand in other desert regions. In Antarctica, for example, the annual precipitation is about 50 mm (2 in) on the central plateau and some ten times that amount on some major peninsulas.","Cold deserts, sometimes known as temperate deserts, occur at higher latitudes than hot deserts, and the aridity is caused by the dryness of the air. Some cold deserts are far from the ocean and others are separated by mountain ranges from the sea, and in both cases, there is insufficient moisture in the air to cause much precipitation. The largest of these deserts are found in Central Asia. Others occur on the eastern side of the Rocky Mountains, the eastern side of the southern Andes and in southern Australia. Polar deserts are a particular class of cold desert. The air is very cold and carries little moisture so little precipitation occurs and what does fall, usually snow, is carried along in the often strong wind and may form blizzards, drifts and dunes similar to those caused by dust and sand in other desert regions. In Antarctica, for example, the annual precipitation is about 50 mm (2 in) on the central plateau and some ten times that amount on some major peninsulas.",171,landforms,5,0.4088345,0.17094766,atmospheric_abstract
landforms,wikipedia,Desert,Desert_13,"Based on precipitation alone, hyperarid deserts receive less than 25 mm (1 in) of rainfall a year; they have no annual seasonal cycle of precipitation and experience twelve-month periods with no rainfall at all. Arid deserts receive between 25 and 200 mm (1 and 8 in) in a year and semiarid deserts between 200 and 500 mm (8 and 20 in). However, such factors as the temperature, humidity, rate of evaporation and evapotranspiration, and the moisture storage capacity of the ground have a marked effect on the degree of aridity and the plant and animal life that can be sustained. Rain falling in the cold season may be more effective at promoting plant growth, and defining the boundaries of deserts and the semiarid regions that surround them on the grounds of precipitation alone is problematic.","Based on precipitation alone, hyperarid deserts receive less than 25 mm (1 in) of rainfall a year; they have no annual seasonal cycle of precipitation and experience twelve-month periods with no rainfall at all. Arid deserts receive between 25 and 200 mm (1 and 8 in) in a year and semiarid deserts between 200 and 500 mm (8 and 20 in). However, such factors as the temperature, humidity, rate of evaporation and evapotranspiration, and the moisture storage capacity of the ground have a marked effect on the degree of aridity and the plant and animal life that can be sustained. Rain falling in the cold season may be more effective at promoting plant growth, and defining the boundaries of deserts and the semiarid regions that surround them on the grounds of precipitation alone is problematic.",135,landforms,5,0.3652778,0.017817987,atmospheric_abstract
landforms,wikipedia,Desert,Desert_14,"A semi-arid desert or a steppe is a version of the arid desert with much more rainfall, vegetation and higher humidity. These regions feature a semi-arid climate and are less extreme than regular deserts. Like arid deserts, temperatures can vary greatly in semi deserts. They share some characteristics of a true desert and are usually located at the edge of deserts and continental dry areas. They usually receive precipitation from 250 to 500 mm (9.8 to 19.7 in) but this can vary due to evapotranspiration and soil nutrition. Semi-deserts can be found in the high elevations of the Tabernas Desert (and some parts of the Spanish Plateau), The Sahel, The Eurasian Steppe, most of Central Asia, the Western US, most of Northern Mexico, portions of South America (especially in Argentina) and the Australian Outback. They usually feature BSh (hot steppe) or BSk (temperate steppe) in the Köppen climate classification.","A semi-arid desert or a steppe is a version of the arid desert with much more rainfall, vegetation and higher humidity. These regions feature a semi-arid climate and are less extreme than regular deserts. Like arid deserts, temperatures can vary greatly in semi deserts. They share some characteristics of a true desert and are usually located at the edge of deserts and continental dry areas. They usually receive precipitation from 250 to 500 mm (9.8 to 19.7 in) but this can vary due to evapotranspiration and soil nutrition. Semi-deserts can be found in the high elevations of the Tabernas Desert (and some parts of the Spanish Plateau), The Sahel, The Eurasian Steppe, most of Central Asia, the Western US, most of Northern Mexico, portions of South America (especially in Argentina) and the Australian Outback. They usually feature BSh (hot steppe) or BSk (temperate steppe) in the Köppen climate classification.",149,landforms,5,0.25982982,0.15355179,atmospheric_abstract
landforms,wikipedia,Desert,Desert_15,"Coastal deserts are mostly found on the western edges of continental land masses in regions where cold currents approach the land or cold water upwellings rise from the ocean depths. The cool winds crossing this water pick up little moisture and the coastal regions have low temperatures and very low rainfall, the main precipitation being in the form of fog and dew (→ fog desert). The range of temperatures on a daily and annual scale is relatively low, being 11 °C (20 °F) and 5 °C (9 °F) respectively in the Atacama Desert. Deserts of this type are often long and narrow and bounded to the east by mountain ranges. They occur in Namibia, Chile, southern California and Baja California. Other coastal deserts influenced by cold currents are found in Western Australia, the Arabian Peninsula and Horn of Africa, and the western fringes of the Sahara.","Coastal deserts are mostly found on the western edges of continental land masses in regions where cold currents approach the land or cold water upwellings rise from the ocean depths. The cool winds crossing this water pick up little moisture and the coastal regions have low temperatures and very low rainfall, the main precipitation being in the form of fog and dew (→ fog desert). The range of temperatures on a daily and annual scale is relatively low, being 11 °C (20 °F) and 5 °C (9 °F) respectively in the Atacama Desert. Deserts of this type are often long and narrow and bounded to the east by mountain ranges. They occur in Namibia, Chile, southern California and Baja California. Other coastal deserts influenced by cold currents are found in Western Australia, the Arabian Peninsula and Horn of Africa, and the western fringes of the Sahara.",146,landforms,5,0.32949126,0.09578545,atmospheric_abstract
landforms,wikipedia,Desert,Desert_16,"In 1961, Peveril Meigs divided desert regions on Earth into three categories according to the amount of precipitation they received. In this now widely accepted system, extremely arid lands have at least twelve consecutive months without precipitation, arid lands have less than 250 mm (9.8 in) of annual precipitation, and semiarid lands have a mean annual precipitation of between 250 and 500 mm (9.8 and 19.7 in). Both extremely arid and arid lands are considered to be deserts while semiarid lands are generally referred to as steppes when they are grasslands.","In 1961, Peveril Meigs divided desert regions on Earth into three categories according to the amount of precipitation they received. In this now widely accepted system, extremely arid lands have at least twelve consecutive months without precipitation, arid lands have less than 250 mm (9.8 in) of annual precipitation, and semiarid lands have a mean annual precipitation of between 250 and 500 mm (9.8 and 19.7 in). Both extremely arid and arid lands are considered to be deserts while semiarid lands are generally referred to as steppes when they are grasslands.",91,landforms,5,0.27511072,0.06278744,atmospheric_abstract
landforms,wikipedia,Desert,Desert_17,"Deserts are also classified, according to their geographical location and dominant weather pattern, as trade wind, mid-latitude, rain shadow, coastal, monsoon, or polar deserts. Trade wind deserts occur either side of the horse latitudes at 30° to 35° North and South. These belts are associated with the subtropical anticyclone and the large-scale descent of dry air. The Sahara Desert is of this type. Mid-latitude deserts occur between 30° and 50° North and South. They are mostly in areas remote from the sea where most of the moisture has already precipitated from the prevailing winds. They include the Tengger and Sonoran Deserts. Monsoon deserts are similar. They occur in regions where large temperature differences occur between sea and land. Moist warm air rises over the land, deposits its water content and circulates back to sea. Further inland, areas receive very little precipitation. The Thar Desert near the India/Pakistan border is of this type.","Deserts are also classified, according to their geographical location and dominant weather pattern, as trade wind, mid-latitude, rain shadow, coastal, monsoon, or polar deserts. Trade wind deserts occur either side of the horse latitudes at 30° to 35° North and South. These belts are associated with the subtropical anticyclone and the large-scale descent of dry air. The Sahara Desert is of this type. Mid-latitude deserts occur between 30° and 50° North and South. They are mostly in areas remote from the sea where most of the moisture has already precipitated from the prevailing winds. They include the Tengger and Sonoran Deserts. Monsoon deserts are similar. They occur in regions where large temperature differences occur between sea and land. Moist warm air rises over the land, deposits its water content and circulates back to sea. Further inland, areas receive very little precipitation. The Thar Desert near the India/Pakistan border is of this type.",152,landforms,5,0.3335317,0.08295667,atmospheric_abstract
landforms,wikipedia,Desert,Desert_18,"In some parts of the world, deserts are created by a rain shadow effect. Orographic lift occurs as air masses rise to pass over high ground. In the process they cool and lose much of their moisture by precipitation on the windward slope of the mountain range. When they descend on the leeward side, they warm and their capacity to hold moisture increases so an area with relatively little precipitation occurs. The Taklamakan Desert is an example, lying in the rain shadow of the Himalayas and receiving less than 38 mm (1.5 in) precipitation annually. Other areas are arid by virtue of being a very long way from the nearest available sources of moisture.","In some parts of the world, deserts are created by a rain shadow effect. Orographic lift occurs as air masses rise to pass over high ground. In the process they cool and lose much of their moisture by precipitation on the windward slope of the mountain range. When they descend on the leeward side, they warm and their capacity to hold moisture increases so an area with relatively little precipitation occurs. The Taklamakan Desert is an example, lying in the rain shadow of the Himalayas and receiving less than 38 mm (1.5 in) precipitation annually. Other areas are arid by virtue of being a very long way from the nearest available sources of moisture.",114,landforms,5,0.35246763,0.2545197,atmospheric_abstract
landforms,wikipedia,Desert,Desert_19,"Montane deserts are arid places with a very high altitude; the most prominent example is found north of the Himalayas, in the Kunlun Mountains and the Tibetan Plateau. Many locations within this category have elevations exceeding 3,000 m (9,800 ft) and the thermal regime can be hemiboreal. These places owe their profound aridity (the average annual precipitation is often less than 40 mm or 1.5 in) to being very far from the nearest available sources of moisture and are often in the lee of mountain ranges. Montane deserts are normally cold, or may be scorchingly hot by day and very cold by night as is true of the northeastern slopes of Mount Kilimanjaro.","Montane deserts are arid places with a very high altitude; the most prominent example is found north of the Himalayas, in the Kunlun Mountains and the Tibetan Plateau. Many locations within this category have elevations exceeding 3,000 m (9,800 ft) and the thermal regime can be hemiboreal. These places owe their profound aridity (the average annual precipitation is often less than 40 mm or 1.5 in) to being very far from the nearest available sources of moisture and are often in the lee of mountain ranges. Montane deserts are normally cold, or may be scorchingly hot by day and very cold by night as is true of the northeastern slopes of Mount Kilimanjaro.",113,landforms,2,0.27291855,0.24683903,lush_dense
landforms,wikipedia,Desert,Desert_20,"Polar deserts such as McMurdo Dry Valleys remain ice-free because of the dry katabatic winds that flow downhill from the surrounding mountains. Former desert areas presently in non-arid environments, such as the Sandhills in Nebraska, are known as paleodeserts. In the Köppen climate classification system, deserts are classed as BWh (hot desert) or BWk (temperate desert). In the Thornthwaite climate classification system, deserts would be classified as arid megathermal climates.","Polar deserts such as McMurdo Dry Valleys remain ice-free because of the dry katabatic winds that flow downhill from the surrounding mountains. Former desert areas presently in non-arid environments, such as the Sandhills in Nebraska, are known as paleodeserts. In the Köppen climate classification system, deserts are classed as BWh (hot desert) or BWk (temperate desert). In the Thornthwaite climate classification system, deserts would be classified as arid megathermal climates.",70,landforms,2,0.3085605,0.16484013,lush_dense
landforms,wikipedia,Desert,Desert_21,"The McMurdo dry valleys of Antarctica, which lack water (whether rain, ice, or snow) much like a non-polar desert and even have such desert features as hypersaline lakes and intermittent streams that resemble (except for being frozen at their surfaces) hot or cold deserts for extreme aridity and lack of precipitation of any kind. Extreme winds and not seasonal heat desiccate these nearly-lifeless terrains.","The McMurdo dry valleys of Antarctica, which lack water (whether rain, ice, or snow) much like a non-polar desert and even have such desert features as hypersaline lakes and intermittent streams that resemble (except for being frozen at their surfaces) hot or cold deserts for extreme aridity and lack of precipitation of any kind. Extreme winds and not seasonal heat desiccate these nearly-lifeless terrains.",64,landforms,2,0.27955374,0.17033695,lush_dense
landforms,wikipedia,Desert,Desert_22,"The concept of ""biological desert"" redefines the concept of desert, without the characteristic of aridity, not lacking water, but instead lacking life. Such places can be so-called ""ocean deserts"", which are mostly at the centers of gyres, but also hypoxic or anoxic waters such as dead zones.","The concept of ""biological desert"" redefines the concept of desert, without the characteristic of aridity, not lacking water, but instead lacking life. Such places can be so-called ""ocean deserts"", which are mostly at the centers of gyres, but also hypoxic or anoxic waters such as dead zones.",47,landforms,5,0.31896684,-0.18783477,atmospheric_abstract
landforms,wikipedia,Desert,Desert_23,"Deserts usually have a large diurnal and seasonal temperature range, with high daytime temperatures falling sharply at night. The diurnal range may be as much as 20 to 30 °C (36 to 54 °F) and the rock surface experiences even greater temperature differentials. During the day the sky is usually clear and most of the sun's radiation reaches the ground, but as soon as the sun sets, the desert cools quickly by radiating heat into space. In hot deserts, the temperature during daytime can exceed 45 °C (113 °F) in summer and plunge below freezing point at night during winter.","Deserts usually have a large diurnal and seasonal temperature range, with high daytime temperatures falling sharply at night. The diurnal range may be as much as 20 to 30 °C (36 to 54 °F) and the rock surface experiences even greater temperature differentials. During the day the sky is usually clear and most of the sun's radiation reaches the ground, but as soon as the sun sets, the desert cools quickly by radiating heat into space. In hot deserts, the temperature during daytime can exceed 45 °C (113 °F) in summer and plunge below freezing point at night during winter.",100,landforms,2,0.28063303,0.09784781,lush_dense
