dataset,source,page_title,text_id,raw_text
landforms,wikipedia,Desert,Desert_10,"Potential evapotranspiration supplements the measurement of precipitation in providing a scientific measurement-based definition of a desert. The water budget of an area can be calculated using the formula P − PE ± S, wherein P is precipitation, PE is potential evapotranspiration rates and S is the amount of surface storage of water. Evapotranspiration is the combination of water loss through atmospheric evaporation and through the life processes of plants. Potential evapotranspiration, then, is the amount of water that could evaporate in any given region. As an example, Tucson, Arizona receives about 300 mm (12 in) of rain per year, however about 2,500 mm (98 in) of water could evaporate over the course of a year. In other words, about eight times more water could evaporate from the region than actually falls as rain. Rates of evapotranspiration in cold regions such as Alaska are much lower because of the lack of heat to aid in the evaporation process."
landforms,wikipedia,Desert,Desert_11,"Deserts are sometimes classified as ""hot"" or ""cold"", ""semiarid"" or ""coastal"". The characteristics of hot deserts include high temperatures in summer; greater evaporation than precipitation, usually exacerbated by high temperatures, strong winds and lack of cloud cover; considerable variation in the occurrence of precipitation, its intensity and distribution; and low humidity. Winter temperatures vary considerably between different deserts and are often related to the location of the desert on the continental landmass and the latitude. Daily variations in temperature can be as great as 22 °C (40 °F) or more, with heat loss by radiation at night being increased by the clear skies."
landforms,wikipedia,Desert,Desert_12,"Cold deserts, sometimes known as temperate deserts, occur at higher latitudes than hot deserts, and the aridity is caused by the dryness of the air. Some cold deserts are far from the ocean and others are separated by mountain ranges from the sea, and in both cases, there is insufficient moisture in the air to cause much precipitation. The largest of these deserts are found in Central Asia. Others occur on the eastern side of the Rocky Mountains, the eastern side of the southern Andes and in southern Australia. Polar deserts are a particular class of cold desert. The air is very cold and carries little moisture so little precipitation occurs and what does fall, usually snow, is carried along in the often strong wind and may form blizzards, drifts and dunes similar to those caused by dust and sand in other desert regions. In Antarctica, for example, the annual precipitation is about 50 mm (2 in) on the central plateau and some ten times that amount on some major peninsulas."
landforms,wikipedia,Desert,Desert_13,"Based on precipitation alone, hyperarid deserts receive less than 25 mm (1 in) of rainfall a year; they have no annual seasonal cycle of precipitation and experience twelve-month periods with no rainfall at all. Arid deserts receive between 25 and 200 mm (1 and 8 in) in a year and semiarid deserts between 200 and 500 mm (8 and 20 in). However, such factors as the temperature, humidity, rate of evaporation and evapotranspiration, and the moisture storage capacity of the ground have a marked effect on the degree of aridity and the plant and animal life that can be sustained. Rain falling in the cold season may be more effective at promoting plant growth, and defining the boundaries of deserts and the semiarid regions that surround them on the grounds of precipitation alone is problematic."
landforms,wikipedia,Desert,Desert_14,"A semi-arid desert or a steppe is a version of the arid desert with much more rainfall, vegetation and higher humidity. These regions feature a semi-arid climate and are less extreme than regular deserts. Like arid deserts, temperatures can vary greatly in semi deserts. They share some characteristics of a true desert and are usually located at the edge of deserts and continental dry areas. They usually receive precipitation from 250 to 500 mm (9.8 to 19.7 in) but this can vary due to evapotranspiration and soil nutrition. Semi-deserts can be found in the high elevations of the Tabernas Desert (and some parts of the Spanish Plateau), The Sahel, The Eurasian Steppe, most of Central Asia, the Western US, most of Northern Mexico, portions of South America (especially in Argentina) and the Australian Outback. They usually feature BSh (hot steppe) or BSk (temperate steppe) in the Köppen climate classification."
landforms,wikipedia,Desert,Desert_15,"Coastal deserts are mostly found on the western edges of continental land masses in regions where cold currents approach the land or cold water upwellings rise from the ocean depths. The cool winds crossing this water pick up little moisture and the coastal regions have low temperatures and very low rainfall, the main precipitation being in the form of fog and dew (→ fog desert). The range of temperatures on a daily and annual scale is relatively low, being 11 °C (20 °F) and 5 °C (9 °F) respectively in the Atacama Desert. Deserts of this type are often long and narrow and bounded to the east by mountain ranges. They occur in Namibia, Chile, southern California and Baja California. Other coastal deserts influenced by cold currents are found in Western Australia, the Arabian Peninsula and Horn of Africa, and the western fringes of the Sahara."
landforms,wikipedia,Desert,Desert_16,"In 1961, Peveril Meigs divided desert regions on Earth into three categories according to the amount of precipitation they received. In this now widely accepted system, extremely arid lands have at least twelve consecutive months without precipitation, arid lands have less than 250 mm (9.8 in) of annual precipitation, and semiarid lands have a mean annual precipitation of between 250 and 500 mm (9.8 and 19.7 in). Both extremely arid and arid lands are considered to be deserts while semiarid lands are generally referred to as steppes when they are grasslands."
landforms,wikipedia,Desert,Desert_17,"Deserts are also classified, according to their geographical location and dominant weather pattern, as trade wind, mid-latitude, rain shadow, coastal, monsoon, or polar deserts. Trade wind deserts occur either side of the horse latitudes at 30° to 35° North and South. These belts are associated with the subtropical anticyclone and the large-scale descent of dry air. The Sahara Desert is of this type. Mid-latitude deserts occur between 30° and 50° North and South. They are mostly in areas remote from the sea where most of the moisture has already precipitated from the prevailing winds. They include the Tengger and Sonoran Deserts. Monsoon deserts are similar. They occur in regions where large temperature differences occur between sea and land. Moist warm air rises over the land, deposits its water content and circulates back to sea. Further inland, areas receive very little precipitation. The Thar Desert near the India/Pakistan border is of this type."
landforms,wikipedia,Desert,Desert_18,"In some parts of the world, deserts are created by a rain shadow effect. Orographic lift occurs as air masses rise to pass over high ground. In the process they cool and lose much of their moisture by precipitation on the windward slope of the mountain range. When they descend on the leeward side, they warm and their capacity to hold moisture increases so an area with relatively little precipitation occurs. The Taklamakan Desert is an example, lying in the rain shadow of the Himalayas and receiving less than 38 mm (1.5 in) precipitation annually. Other areas are arid by virtue of being a very long way from the nearest available sources of moisture."
landforms,wikipedia,Desert,Desert_19,"Montane deserts are arid places with a very high altitude; the most prominent example is found north of the Himalayas, in the Kunlun Mountains and the Tibetan Plateau. Many locations within this category have elevations exceeding 3,000 m (9,800 ft) and the thermal regime can be hemiboreal. These places owe their profound aridity (the average annual precipitation is often less than 40 mm or 1.5 in) to being very far from the nearest available sources of moisture and are often in the lee of mountain ranges. Montane deserts are normally cold, or may be scorchingly hot by day and very cold by night as is true of the northeastern slopes of Mount Kilimanjaro."
landforms,wikipedia,Desert,Desert_20,"Polar deserts such as McMurdo Dry Valleys remain ice-free because of the dry katabatic winds that flow downhill from the surrounding mountains. Former desert areas presently in non-arid environments, such as the Sandhills in Nebraska, are known as paleodeserts. In the Köppen climate classification system, deserts are classed as BWh (hot desert) or BWk (temperate desert). In the Thornthwaite climate classification system, deserts would be classified as arid megathermal climates."
landforms,wikipedia,Desert,Desert_21,"The McMurdo dry valleys of Antarctica, which lack water (whether rain, ice, or snow) much like a non-polar desert and even have such desert features as hypersaline lakes and intermittent streams that resemble (except for being frozen at their surfaces) hot or cold deserts for extreme aridity and lack of precipitation of any kind. Extreme winds and not seasonal heat desiccate these nearly-lifeless terrains."
landforms,wikipedia,Desert,Desert_22,"The concept of ""biological desert"" redefines the concept of desert, without the characteristic of aridity, not lacking water, but instead lacking life. Such places can be so-called ""ocean deserts"", which are mostly at the centers of gyres, but also hypoxic or anoxic waters such as dead zones."
landforms,wikipedia,Desert,Desert_23,"Deserts usually have a large diurnal and seasonal temperature range, with high daytime temperatures falling sharply at night. The diurnal range may be as much as 20 to 30 °C (36 to 54 °F) and the rock surface experiences even greater temperature differentials. During the day the sky is usually clear and most of the sun's radiation reaches the ground, but as soon as the sun sets, the desert cools quickly by radiating heat into space. In hot deserts, the temperature during daytime can exceed 45 °C (113 °F) in summer and plunge below freezing point at night during winter."
landforms,wikipedia,Desert,Desert_24,Such large temperature variations have a destructive effect on the exposed rocky surfaces. The repeated fluctuations put a strain on exposed rock and the flanks of mountains crack and shatter. Fragmented strata slide down into the valleys where they continue to break into pieces due to the relentless sun by day and chill by night. Successive strata are exposed to further weathering. The relief of the internal pressure that has built up in rocks that have been underground for aeons can cause them to shatter. Exfoliation also occurs when the outer surfaces of rocks split off in flat flakes. This is believed to be caused by the stresses put on the rock by repeated thermal expansions and contractions which induces fracturing parallel to the original surface. Chemical weathering processes probably play a more important role in deserts than was previously thought. The necessary moisture may be present in the form of dew or mist. Ground water may be drawn to the surface by evaporation and the formation of salt crystals may dislodge rock particles as sand or disintegrate rocks by exfoliation. Shallow caves are sometimes formed at the base of cliffs by this means.
landforms,wikipedia,Desert,Desert_25,"As the desert mountains decay, large areas of shattered rock and rubble occur. The process continues and the end products are either dust or sand. Dust is formed from solidified clay or volcanic deposits whereas sand results from the fragmentation of harder granites, limestone and sandstone. There is a certain critical size (about 0.5 mm) below which further temperature-induced weathering of rocks does not occur and this provides a minimum size for sand grains."
landforms,wikipedia,Desert,Desert_26,"As the mountains are eroded, more and more sand is created. At high wind speeds, sand grains are picked up off the surface and blown along, a process known as saltation. The whirling airborne grains act as a sand blasting mechanism which grinds away solid objects in its path as the kinetic energy of the wind is transferred to the ground. The sand eventually ends up deposited in level areas known as sand-fields or sand-seas, or piled up in dunes."
landforms,wikipedia,Desert,Desert_27,"Many people think of deserts as consisting of extensive areas of billowing sand dunes because that is the way they are often depicted on TV and in films, but deserts do not always look like this. Across the world, around 20% of desert is sand, varying from only 2% in North America to 30% in Australia and over 45% in Central Asia. Where sand does occur, it is usually in large quantities in the form of sand sheets or extensive areas of dunes."
landforms,wikipedia,Desert,Desert_28,"A sand sheet is a near-level, firm expanse of partially consolidated particles in a layer that varies from a few centimeters to a few meters thick. The structure of the sheet consists of thin horizontal layers of coarse silt and very fine to medium grain sand, separated by layers of coarse sand and pea-gravel which are a single grain thick. These larger particles anchor the other particles in place and may also be packed together on the surface so as to form a miniature desert pavement. Small ripples form on the sand sheet when the wind exceeds 24 km/h (15 mph). They form perpendicular to the wind direction and gradually move across the surface as the wind continues to blow. The distance between their crests corresponds to the average length of jumps made by particles during saltation. The ripples are ephemeral and a change in wind direction causes them to reorganise."
landforms,wikipedia,Desert,Desert_29,"Sand dunes are accumulations of windblown sand piled up in mounds or ridges. They form downwind of copious sources of dry, loose sand and occur when topographic and climatic conditions cause airborne particles to settle. As the wind blows, saltation and creep take place on the windward side of the dune and individual grains of sand move uphill. When they reach the crest, they cascade down the far side. The upwind slope typically has a gradient of 10° to 20° while the lee slope is around 32°, the angle at which loose dry sand will slip. As this wind-induced movement of sand grains takes place, the dune moves slowly across the surface of the ground. Dunes are sometimes solitary, but they are more often grouped together in dune fields. When these are extensive, they are known as sand seas or ergs."
landforms,wikipedia,Desert,Desert_30,"The shape of the dune depends on the characteristics of the prevailing wind. Barchan dunes are produced by strong winds blowing across a level surface and are crescent-shaped with the concave side away from the wind. When there are two directions from which winds regularly blow, a series of long, linear dunes known as seif dunes may form. These also occur parallel to a strong wind that blows in one general direction. Transverse dunes run at a right angle to the prevailing wind direction. Star dunes are formed by variable winds, and have several ridges and slip faces radiating from a central point. They tend to grow vertically; they can reach a height of 500 m (1,600 ft), making them the tallest type of dune. Rounded mounds of sand without a slip face are the rare dome dunes, found on the upwind edges of sand seas."
landforms,wikipedia,Desert,Desert_31,"In deserts where large amounts of limestone mountains surround a closed basin, such as at White Sands National Park in south-central New Mexico, occasional storm runoff transports dissolved limestone and gypsum into a low-lying pan within the basin where the water evaporates, depositing the gypsum and forming crystals known as selenite. The crystals left behind by this process are eroded by the wind and deposited as vast white dune fields that resemble snow-covered landscapes. These types of dune are rare, and only form in closed arid basins that retain the highly soluble gypsum that would otherwise be washed into the sea."
landforms,wikipedia,Desert,Desert_32,"A large part of the surface area of the world's deserts consists of flat, stone-covered plains dominated by wind erosion. In ""eolian deflation"", the wind continually removes fine-grained material, which becomes wind-blown sand. This exposes coarser-grained material, mainly pebbles with some larger stones or cobbles, leaving a desert pavement, an area of land overlaid by closely packed smooth stones forming a tessellated mosaic. Different theories exist as to how exactly the pavement is formed. It may be that after the sand and dust is blown away by the wind the stones jiggle themselves into place; alternatively, stones previously below ground may in some way work themselves to the surface. Very little further erosion takes place after the formation of a pavement, and the ground becomes stable. Evaporation brings moisture to the surface by capillary action and calcium salts may be precipitated, binding particles together to form a desert conglomerate. In time, bacteria that live on the surface of the stones accumulate a film of minerals and clay particles, forming a shiny brown coating known as desert varnish."
landforms,wikipedia,Desert,Desert_33,"Other non-sandy deserts consist of exposed outcrops of bedrock, dry soils or aridisols, and a variety of landforms affected by flowing water, such as alluvial fans, sinks or playas, temporary or permanent lakes, and oases. A hamada is a type of desert landscape consisting of a high rocky plateau where the sand has been removed by aeolian processes. Other landforms include plains largely covered by gravels and angular boulders, from which the finer particles have been stripped by the wind. These are called ""reg"" in the western Sahara, ""serir"" in the eastern Sahara, ""gibber plains"" in Australia and ""saï"" in central Asia. The Tassili Plateau in Algeria is a jumble of eroded sandstone outcrops, canyons, blocks, pinnacles, fissures, slabs and ravines. In some places the wind has carved holes or arches, and in others, it has created mushroom-like pillars narrower at the base than the top. On the Colorado Plateau, it is water that has been the prevailing eroding force. Here, rivers, such as the Colorado, have cut their way over the millennia through the high desert floor, creating canyons that are over a mile (6,000 feet or 1,800 meters) deep in places, exposing strata that are over two billion years old."
landforms,wikipedia,Desert,Desert_34,"Sandstorms occur with much less frequency than dust storms. They are often preceded by severe dust storms and occur when the wind velocity increases to a point where it can lift heavier particles. These grains of sand, up to about 0.5 mm (0.020 in) in diameter are jerked into the air but soon fall back to earth, ejecting other particles in the process. Their weight prevents them from being airborne for long and most only travel a distance of a few meters (yards). The sand streams along above the surface of the ground like a fluid, often rising to heights of about 30 cm (12 in). In a really severe steady blow, 2 m (6 ft 7 in) is about as high as the sand stream can rise as the largest sand grains do not become airborne at all. They are transported by creep, being rolled along the desert floor or performing short jumps."
landforms,wikipedia,Desert,Desert_35,"During a sandstorm, the wind-blown sand particles become electrically charged. Such electric fields, which range in size up to 80 kV/m, can produce sparks and cause interference with telecommunications equipment. They are also unpleasant for humans and can cause headaches and nausea. The electric fields are caused by the collision between airborne particles and by the impacts of saltating sand grains landing on the ground. The mechanism is little understood but the particles usually have a negative charge when their diameter is under 250 μm and a positive one when they are over 500 μm."
landforms,wikipedia,Desert,Desert_36,"Deserts and semi-deserts are home to ecosystems with low or very low biomass and primary productivity in arid or semi-arid climates. They are mostly found in subtropical high-pressure belts and major continental rain shadows. Primary productivity depends on low densities of small photoautotrophs that sustain a sparse trophic network. Plant growth is limited by rainfall, temperature extremes and desiccating winds. Deserts have strong temporal variability in the availability of resources due to the total amount of annual rainfall and the size of individual rainfall events. Resources are often ephemeral or episodic, and this triggers sporadic animal movements and 'pulse and reserve' or 'boom-bust' ecosystem dynamics. Erosion and sedimentation are high due to the sparse vegetation cover and the activities of large mammals and people. Plants and animals in deserts are mostly adapted to extreme and prolonged water deficits, but their reproductive phenology often responds to short episodes of surplus. Competitive interactions are weak."
landforms,wikipedia,Desert,Desert_37,"Plants face severe challenges in arid environments. Problems they need to solve include how to obtain enough water, how to avoid being eaten and how to reproduce. Photosynthesis is the key to plant growth. It can only take place during the day as energy from the sun is required, but during the day, many deserts become very hot. Opening stomata to allow in the carbon dioxide necessary for the process causes evapotranspiration, and conservation of water is a top priority for desert vegetation. Some plants have resolved this problem by adopting crassulacean acid metabolism, allowing them to open their stomata during the night to allow CO2 to enter, and close them during the day, or by using C4 carbon fixation."
landforms,wikipedia,Desert,Desert_38,"Many desert plants have reduced the size of their leaves or abandoned them altogether. Cacti are present in both North and South America with a post-Gondwana origin. The genus is desert specialist, and in most species, the leaves have been dispensed with and the chlorophyll displaced into the trunks, the cellular structure of which has been modified to allow them to store water. When rain falls, the water is rapidly absorbed by the shallow roots and retained to allow them to survive until the next downpour, which may be months or years away. The giant saguaro cacti of the Sonoran Desert form ""forests"", providing shade for other plants and nesting places for desert birds. Saguaro grows slowly but may live for up to two hundred years. The surface of the trunk is folded like a concertina, allowing it to expand, and a large specimen can hold eight tons of water after a good downpour."
landforms,wikipedia,Desert,Desert_39,"Other xerophytic plants have developed similar strategies by a process known as convergent evolution. They limit water loss by reducing the size and number of stomata, by having waxy coatings and hairy or tiny leaves. Some are deciduous, shedding their leaves in the driest season, and others curl their leaves up to reduce transpiration. Others, such as aloes, store water in succulent leaves or stems or in fleshy tubers."
landforms,wikipedia,Desert,Desert_40,"Desert plants maximize water uptake by having shallow roots that spread widely, or by developing long taproots that reach down to deep rock strata for ground water. The saltbush in Australia has succulent leaves and secretes salt crystals, enabling it to live in saline areas. In common with cacti, many have developed spines to ward off browsing animals."
landforms,wikipedia,Desert,Desert_41,"Some desert plants produce seed which lies dormant in the soil until sparked into growth by rainfall. With annuals, such plants grow with great rapidity and may flower and set seed within weeks, aiming to complete their development before the last vestige of water dries up. For perennial plants, reproduction is more likely to be successful if the seed germinates in a shaded position, but not so close to the parent plant as to be in competition with it. Some seed will not germinate until it has been blown about on the desert floor to scarify the seed coat. The seed of the mesquite tree, which grows in deserts in the Americas, is hard and fails to sprout even when planted carefully. When it has passed through the gut of a pronghorn it germinates readily, and the little pile of moist dung provides an excellent start to life well away from the parent tree. The stems and leaves of some plants lower the surface velocity of sand-carrying winds and protect the ground from erosion. Even small fungi and microscopic plant organisms found on the soil surface (so-called cryptobiotic soil) can be a vital link in preventing erosion and providing support for other living organisms. Cold deserts often have high concentrations of salt in the soil. Grasses and low shrubs are the dominant vegetation here and the ground may be covered with lichens. Most shrubs have spiny leaves and shed them in the coldest part of the year."
landforms,wikipedia,Desert,Desert_42,"Animals adapted to live in deserts are called xerocoles. There is no evidence that body temperature of mammals and birds is adaptive to the different climates, either of great heat or cold. In fact, with a very few exceptions, their basal metabolic rate is determined by body size, irrespective of the climate in which they live. Many desert animals (and plants) show especially clear evolutionary adaptations for water conservation or heat tolerance and so are often studied in comparative physiology, ecophysiology, and evolutionary physiology. One well-studied example is the specializations of mammalian kidneys shown by desert-inhabiting species. Many examples of convergent evolution have been identified in desert organisms, including between cacti and Euphorbia, kangaroo rats and jerboas, Phrynosoma and Moloch lizards."
landforms,wikipedia,Desert,Desert_43,"Deserts present a very challenging environment for animals. Not only do they require food and water but they also need to keep their body temperature at a tolerable level. In many ways, birds are the ablest to do this of the higher animals. They can move to areas of greater food availability as the desert blooms after local rainfall and can fly to faraway waterholes. In hot deserts, gliding birds can remove themselves from the over-heated desert floor by using thermals to soar in the cooler air at great heights. In order to conserve energy, other desert birds run rather than fly. The cream-coloured courser flits gracefully across the ground on its long legs, stopping periodically to snatch up insects. Like other desert birds, it is well-camouflaged by its colour and can merge into the landscape when stationary. The sandgrouse is an expert at this and nests on the open desert floor dozens of kilometers (miles) away from the waterhole it needs to visit daily. Some small diurnal birds are found in very restricted localities where their plumage matches the color of the underlying surface. The desert lark takes frequent dust baths which ensures that it matches its environment."
landforms,wikipedia,Desert,Desert_44,"Being ectotherms, reptiles are unable to live in cold deserts but are well-suited to hot ones. In the heat of the day in the Sahara, the temperature can rise to 50 °C (122 °F). Reptiles cannot survive at this temperature and lizards will be prostrated by heat at 45 °C (113 °F). They have few adaptations to desert life and are unable to cool themselves by sweating so they shelter during the heat of the day. In the first part of the night, as the ground radiates the heat absorbed during the day, they emerge and search for prey. Lizards and snakes are the most numerous in arid regions and certain snakes have developed a novel method of locomotion that enables them to move sidewards and navigate high sand-dunes. These include the horned viper of Africa and the sidewinder of North America, evolutionarily distinct but with similar behavioural patterns because of convergent evolution. Many desert reptiles are ambush predators and often bury themselves in the sand, waiting for prey to come within range."
landforms,wikipedia,Desert,Desert_45,"Amphibians might seem unlikely desert-dwellers, because of their need to keep their skins moist and their dependence on water for reproductive purposes. In fact, the few species that are found in this habitat have made some remarkable adaptations. Most of them are fossorial, spending the hot dry months aestivating in deep burrows. While there they shed their skins a number of times and retain the remnants around them as a waterproof cocoon to retain moisture. In the Sonoran Desert, Couch's spadefoot toad spends most of the year dormant in its burrow. Heavy rain is the trigger for emergence and the first male to find a suitable pool calls to attract others. Eggs are laid and the tadpoles grow rapidly as they must reach metamorphosis before the water evaporates. As the desert dries out, the adult toads rebury themselves. The juveniles stay on the surface for a while, feeding and growing, but soon dig themselves burrows. Few make it to adulthood. The water holding frog in Australia has a similar life cycle and may aestivate for as long as five years if no rain falls. The Desert rain frog of Namibia is nocturnal and survives because of the damp sea fogs that roll in from the Atlantic."
landforms,wikipedia,Desert,Desert_46,"Invertebrates, particularly arthropods, have successfully made their homes in the desert. Flies, beetles, ants, termites, locusts, millipedes, scorpions and spiders have hard cuticles which are impervious to water and many of them lay their eggs underground and their young develop away from the temperature extremes at the surface. The Saharan silver ant (Cataglyphis bombycina) uses a heat shock protein in a novel way and forages in the open during brief forays in the heat of the day. The long-legged darkling beetle in Namibia stands on its front legs and raises its carapace to catch the morning mist as condensate, funnelling the water into its mouth. Some arthropods make use of the ephemeral pools that form after rain and complete their life cycle in a matter of days. The desert shrimp does this, appearing ""miraculously"" in new-formed puddles as the dormant eggs hatch. Others, such as brine shrimps, fairy shrimps and tadpole shrimps, are cryptobiotic and can lose up to 92% of their bodyweight, rehydrating as soon as it rains and their temporary pools reappear."
landforms,wikipedia,Desert,Desert_47,"Humans have long made use of deserts as places to live, and more recently have started to exploit them for minerals and energy capture. Deserts play a significant role in human culture with an extensive literature. Deserts can only support a limited population of both humans and animals."
landforms,wikipedia,Desert,Desert_48,"People have been living in deserts for millennia. Many, such as the Bushmen in the Kalahari, the Aborigines in Australia and various tribes of North American Indians, were originally hunter-gatherers. They developed skills in the manufacture and use of weapons, animal tracking, finding water, foraging for edible plants and using the things they found in their natural environment to supply their everyday needs. Their self-sufficient skills and knowledge were passed down through the generations by word of mouth. Other cultures developed a nomadic way of life as herders of sheep, goats, cattle, camels, yaks, llamas or reindeer. They travelled over large areas with their herds, moving to new pastures as seasonal and erratic rainfall encouraged new plant growth. They took with them their tents made of cloth or skins draped over poles and their diet included milk, blood and sometimes meat."
