dataset,source,page_title,text_id,raw_text,cleaned_text,word_count
climate_processes,wikipedia,Monsoon,Monsoon_10,"The North American monsoon (NAM) occurs from late June or early July into September, originating over Mexico and spreading into the southwest United States by mid-July. It affects Mexico along the Sierra Madre Occidental as well as Arizona, New Mexico, Nevada, Utah, Colorado, West Texas and California. It pushes as far west as the Peninsular Ranges and Transverse Ranges of Southern California, but rarely reaches the coastal strip (a wall of desert thunderstorms only a half-hour's drive away is a common summer sight from the sunny skies along the coast during the monsoon). The North American monsoon is known to many as the Summer, Southwest, Mexican or Arizona monsoon. It is also sometimes called the Desert monsoon as a large part of the affected area are the Mojave and Sonoran deserts. However, it is controversial whether the North and South American weather patterns with incomplete wind reversal should be counted as true monsoons.","The North American monsoon (NAM) occurs from late June or early July into September, originating over Mexico and spreading into the southwest United States by mid-July. It affects Mexico along the Sierra Madre Occidental as well as Arizona, New Mexico, Nevada, Utah, Colorado, West Texas and California. It pushes as far west as the Peninsular Ranges and Transverse Ranges of Southern California, but rarely reaches the coastal strip (a wall of desert thunderstorms only a half-hour's drive away is a common summer sight from the sunny skies along the coast during the monsoon). The North American monsoon is known to many as the Summer, Southwest, Mexican or Arizona monsoon. It is also sometimes called the Desert monsoon as a large part of the affected area are the Mojave and Sonoran deserts. However, it is controversial whether the North and South American weather patterns with incomplete wind reversal should be counted as true monsoons.",153
climate_processes,wikipedia,Monsoon,Monsoon_11,"The Asian monsoons may be classified into a few sub-systems, such as the Indian Subcontinental Monsoon which affects the Indian subcontinent and surrounding regions including Nepal, and the East Asian Monsoon which affects southern China, Taiwan, Korea and parts of Japan.","The Asian monsoons may be classified into a few sub-systems, such as the Indian Subcontinental Monsoon which affects the Indian subcontinent and surrounding regions including Nepal, and the East Asian Monsoon which affects southern China, Taiwan, Korea and parts of Japan.",41
climate_processes,wikipedia,Monsoon,Monsoon_12,"The southwestern summer monsoons occur from June to September. The Thar Desert and adjoining areas of the northern and central Indian subcontinent heat up considerably during the hot summers. This causes a low pressure area over the northern and central Indian subcontinent. To fill this void, the moisture-laden winds from the Indian Ocean rush into the subcontinent. These winds, rich in moisture, are drawn towards the Himalayas. The Himalayas act like a high wall, blocking the winds from passing into Central Asia, and forcing them to rise. As the clouds rise, their temperature drops, and precipitation occurs. Some areas of the subcontinent receive up to 10,000 mm (390 in) of rain annually.","The southwestern summer monsoons occur from June to September. The Thar Desert and adjoining areas of the northern and central Indian subcontinent heat up considerably during the hot summers. This causes a low pressure area over the northern and central Indian subcontinent. To fill this void, the moisture-laden winds from the Indian Ocean rush into the subcontinent. These winds, rich in moisture, are drawn towards the Himalayas. The Himalayas act like a high wall, blocking the winds from passing into Central Asia, and forcing them to rise. As the clouds rise, their temperature drops, and precipitation occurs. Some areas of the subcontinent receive up to 10,000 mm (390 in) of rain annually.",112
climate_processes,wikipedia,Monsoon,Monsoon_13,"The southwest monsoon is generally expected to begin between the end of May and beginning of June and fade away between the end of September and start of October. The moisture-laden winds on reaching the southernmost point of the Indian Peninsula, due to its topography, become divided into two parts: the Arabian Sea Branch and the Bay of Bengal Branch.","The southwest monsoon is generally expected to begin between the end of May and beginning of June and fade away between the end of September and start of October. The moisture-laden winds on reaching the southernmost point of the Indian Peninsula, due to its topography, become divided into two parts: the Arabian Sea Branch and the Bay of Bengal Branch.",60
climate_processes,wikipedia,Monsoon,Monsoon_14,"The Arabian Sea Branch of the Southwest Monsoon first hits the Western Ghats of the coastal state of Kerala, India, thus making this area the first state in India to receive rain from the Southwest Monsoon. This branch of the monsoon moves northwards along the Western Ghats (Konkan and Goa) with precipitation on coastal areas, west of the Western Ghats. The eastern areas of the Western Ghats do not receive much rain from this monsoon as the wind does not cross the Western Ghats.","The Arabian Sea Branch of the Southwest Monsoon first hits the Western Ghats of the coastal state of Kerala, India, thus making this area the first state in India to receive rain from the Southwest Monsoon. This branch of the monsoon moves northwards along the Western Ghats (Konkan and Goa) with precipitation on coastal areas, west of the Western Ghats. The eastern areas of the Western Ghats do not receive much rain from this monsoon as the wind does not cross the Western Ghats.",84
climate_processes,wikipedia,Monsoon,Monsoon_15,"The Bay of Bengal Branch of Southwest Monsoon flows over the Bay of Bengal heading towards north-east India and Bengal, picking up more moisture from the Bay of Bengal. The winds arrive at the Eastern Himalayas with large amounts of rain. Mawsynram, situated on the southern slopes of the Khasi Hills in Meghalaya, India, is one of the wettest places on Earth. After the arrival at the Eastern Himalayas, the winds turns towards the west, travelling over the Indo-Gangetic Plain at a rate of roughly 1–2 weeks per state, pouring rain all along its way. June 1 is regarded as the date of onset of the monsoon in India, as indicated by the arrival of the monsoon in the southernmost state of Kerala.","The Bay of Bengal Branch of Southwest Monsoon flows over the Bay of Bengal heading towards north-east India and Bengal, picking up more moisture from the Bay of Bengal. The winds arrive at the Eastern Himalayas with large amounts of rain. Mawsynram, situated on the southern slopes of the Khasi Hills in Meghalaya, India, is one of the wettest places on Earth. After the arrival at the Eastern Himalayas, the winds turns towards the west, travelling over the Indo-Gangetic Plain at a rate of roughly 1–2 weeks per state, pouring rain all along its way. June 1 is regarded as the date of onset of the monsoon in India, as indicated by the arrival of the monsoon in the southernmost state of Kerala.",123
climate_processes,wikipedia,Monsoon,Monsoon_16,"The monsoon accounts for nearly 80% of the rainfall in India. Indian agriculture (which accounts for 25% of the GDP and employs 70% of the population) is heavily dependent on the rains, for growing crops especially like cotton, rice, oilseeds and coarse grains. A delay of a few days in the arrival of the monsoon can badly affect the economy, as evidenced in the numerous droughts in India in the 1990s.","The monsoon accounts for nearly 80% of the rainfall in India. Indian agriculture (which accounts for 25% of the GDP and employs 70% of the population) is heavily dependent on the rains, for growing crops especially like cotton, rice, oilseeds and coarse grains. A delay of a few days in the arrival of the monsoon can badly affect the economy, as evidenced in the numerous droughts in India in the 1990s.",71
climate_processes,wikipedia,Monsoon,Monsoon_17,"The monsoon is widely welcomed and appreciated by city-dwellers as well, for it provides relief from the climax of summer heat in June. However, the roads take a battering every year. Often houses and streets are waterlogged and slums are flooded despite drainage systems. A lack of city infrastructure coupled with changing climate patterns causes severe economic loss including damage to property and loss of lives, as evidenced in the 2005 flooding in Mumbai that brought the city to a standstill. Bangladesh and certain regions of India like Assam and West Bengal, also frequently experience heavy floods during this season. Recently, areas in India that used to receive scanty rainfall throughout the year, like the Thar Desert, have surprisingly ended up receiving floods due to the prolonged monsoon season.","The monsoon is widely welcomed and appreciated by city-dwellers as well, for it provides relief from the climax of summer heat in June. However, the roads take a battering every year. Often houses and streets are waterlogged and slums are flooded despite drainage systems. A lack of city infrastructure coupled with changing climate patterns causes severe economic loss including damage to property and loss of lives, as evidenced in the 2005 flooding in Mumbai that brought the city to a standstill. Bangladesh and certain regions of India like Assam and West Bengal, also frequently experience heavy floods during this season. Recently, areas in India that used to receive scanty rainfall throughout the year, like the Thar Desert, have surprisingly ended up receiving floods due to the prolonged monsoon season.",129
climate_processes,wikipedia,Monsoon,Monsoon_18,"The influence of the Southwest Monsoon is felt as far north as in China's Xinjiang. It is estimated that about 70% of all precipitation in the central part of the Tian Shan Mountains falls during the three summer months, when the region is under the monsoon influence; about 70% of that is directly of ""cyclonic"" (i.e., monsoon-driven) origin (as opposed to ""local convection""). The effects also extend westwards to the Mediterranean, where however the impact of the monsoon is to induce drought via the Rodwell-Hoskins mechanism.","The influence of the Southwest Monsoon is felt as far north as in China's Xinjiang. It is estimated that about 70% of all precipitation in the central part of the Tian Shan Mountains falls during the three summer months, when the region is under the monsoon influence; about 70% of that is directly of ""cyclonic"" (i.e., monsoon-driven) origin (as opposed to ""local convection""). The effects also extend westwards to the Mediterranean, where however the impact of the monsoon is to induce drought via the Rodwell-Hoskins mechanism.",86
climate_processes,wikipedia,Monsoon,Monsoon_19,"Around September, with the sun retreating south, the northern landmass of the Indian subcontinent begins to cool off rapidly, and air pressure begins to build over northern India. The Indian Ocean and its surrounding atmosphere still hold their heat, causing cold wind to sweep down from the Himalayas and Indo-Gangetic Plain towards the vast spans of the Indian Ocean south of the Deccan peninsula. This is known as the Northeast Monsoon or Retreating Monsoon.","Around September, with the sun retreating south, the northern landmass of the Indian subcontinent begins to cool off rapidly, and air pressure begins to build over northern India. The Indian Ocean and its surrounding atmosphere still hold their heat, causing cold wind to sweep down from the Himalayas and Indo-Gangetic Plain towards the vast spans of the Indian Ocean south of the Deccan peninsula. This is known as the Northeast Monsoon or Retreating Monsoon.",74
climate_processes,wikipedia,Monsoon,Monsoon_20,"While travelling towards the Indian Ocean, the cold dry wind picks up some moisture from the Bay of Bengal and pours it over peninsular India and parts of Sri Lanka. Cities like Chennai, which get less rain from the Southwest Monsoon, receive rain from this Monsoon. About 50% to 60% of the rain received by the state of Tamil Nadu is from the Northeast Monsoon. In Southern Asia, the northeastern monsoons take place from October to December when the surface high-pressure system is strongest. The jet stream in this region splits into the southern subtropical jet and the polar jet. The subtropical flow directs northeasterly winds to blow across southern Asia, creating dry air streams which produce clear skies over India. Meanwhile, a low pressure system known as a monsoon trough develops over South-East Asia and Australasia and winds are directed toward Australia. In the Philippines, northeast monsoon is called Amihan.","While travelling towards the Indian Ocean, the cold dry wind picks up some moisture from the Bay of Bengal and pours it over peninsular India and parts of Sri Lanka. Cities like Chennai, which get less rain from the Southwest Monsoon, receive rain from this Monsoon. About 50% to 60% of the rain received by the state of Tamil Nadu is from the Northeast Monsoon. In Southern Asia, the northeastern monsoons take place from October to December when the surface high-pressure system is strongest. The jet stream in this region splits into the southern subtropical jet and the polar jet. The subtropical flow directs northeasterly winds to blow across southern Asia, creating dry air streams which produce clear skies over India. Meanwhile, a low pressure system known as a monsoon trough develops over South-East Asia and Australasia and winds are directed toward Australia. In the Philippines, northeast monsoon is called Amihan.",151
climate_processes,wikipedia,Monsoon,Monsoon_21,"The East Asian monsoon affects large parts of Indochina, the Philippines, China, Taiwan, Korea, Japan, and Siberia. It is characterised by a warm, rainy summer monsoon and a cold, dry winter monsoon. The rain occurs in a concentrated belt that stretches east–west except in East China where it is tilted east-northeast over Korea and Japan. The seasonal rain is known as Meiyu in China, Jangma in Korea, and Bai-u in Japan, with the latter two resembling frontal rain.","The East Asian monsoon affects large parts of Indochina, the Philippines, China, Taiwan, Korea, Japan, and Siberia. It is characterised by a warm, rainy summer monsoon and a cold, dry winter monsoon. The rain occurs in a concentrated belt that stretches east–west except in East China where it is tilted east-northeast over Korea and Japan. The seasonal rain is known as Meiyu in China, Jangma in Korea, and Bai-u in Japan, with the latter two resembling frontal rain.",78
climate_processes,wikipedia,Monsoon,Monsoon_22,"The onset of the summer monsoon is marked by a period of premonsoonal rain over South China and Taiwan in early May. From May through August, the summer monsoon shifts through a series of dry and rainy phases as the rain belt moves northward, beginning over Indochina and the South China Sea (May), to the Yangtze River Basin and Japan (June) and finally to northern China and Korea (July). When the monsoon ends in August, the rain belt moves back to southern China.","The onset of the summer monsoon is marked by a period of premonsoonal rain over South China and Taiwan in early May. From May through August, the summer monsoon shifts through a series of dry and rainy phases as the rain belt moves northward, beginning over Indochina and the South China Sea (May), to the Yangtze River Basin and Japan (June) and finally to northern China and Korea (July). When the monsoon ends in August, the rain belt moves back to southern China.",83
climate_processes,wikipedia,Monsoon,Monsoon_23,"The rainy season occurs from September to February and it is a major source of energy for the Hadley circulation during boreal winter. It is associated with the development of the Siberian High and the movement of the heating maxima from the Northern Hemisphere to the Southern Hemisphere. North-easterly winds flow down Southeast Asia, are turned north-westerly/westerly by Borneo topography towards Australia. This forms a cyclonic circulation vortex over Borneo, which together with descending cold surges of winter air from higher latitudes, cause significant weather phenomena in the region. Examples are the formation of a rare low-latitude tropical storm in 2001, Tropical Storm Vamei, and the devastating flood of Jakarta in 2007.","The rainy season occurs from September to February and it is a major source of energy for the Hadley circulation during boreal winter. It is associated with the development of the Siberian High and the movement of the heating maxima from the Northern Hemisphere to the Southern Hemisphere. North-easterly winds flow down Southeast Asia, are turned north-westerly/westerly by Borneo topography towards Australia. This forms a cyclonic circulation vortex over Borneo, which together with descending cold surges of winter air from higher latitudes, cause significant weather phenomena in the region. Examples are the formation of a rare low-latitude tropical storm in 2001, Tropical Storm Vamei, and the devastating flood of Jakarta in 2007.",112
climate_processes,wikipedia,Monsoon,Monsoon_24,"The onset of the monsoon over Australia tends to follow the heating maxima down Vietnam and the Malay Peninsula (September), to Sumatra, Borneo and the Philippines (October), to Java, Sulawesi (November), Irian Jaya and northern Australia (December, January). However, the monsoon is not a simple response to heating but a more complex interaction of topography, wind and sea, as demonstrated by its abrupt rather than gradual withdrawal from the region. The Australian monsoon (the ""Wet"") occurs in the southern summer when the monsoon trough develops over Northern Australia. Over three-quarters of annual rainfall in Northern Australia falls during this time.","The onset of the monsoon over Australia tends to follow the heating maxima down Vietnam and the Malay Peninsula (September), to Sumatra, Borneo and the Philippines (October), to Java, Sulawesi (November), Irian Jaya and northern Australia (December, January). However, the monsoon is not a simple response to heating but a more complex interaction of topography, wind and sea, as demonstrated by its abrupt rather than gradual withdrawal from the region. The Australian monsoon (the ""Wet"") occurs in the southern summer when the monsoon trough develops over Northern Australia. Over three-quarters of annual rainfall in Northern Australia falls during this time.",100
climate_processes,wikipedia,Monsoon,Monsoon_25,"The European Monsoon (more commonly known as the return of the westerlies) is the result of a resurgence of westerly winds from the Atlantic, where they become loaded with wind and rain. These westerly winds are a common phenomenon during the European winter, but they ease as spring approaches in late March and through April and May. The winds pick up again in June, which is why this phenomenon is also referred to as ""the return of the westerlies"".","The European Monsoon (more commonly known as the return of the westerlies) is the result of a resurgence of westerly winds from the Atlantic, where they become loaded with wind and rain. These westerly winds are a common phenomenon during the European winter, but they ease as spring approaches in late March and through April and May. The winds pick up again in June, which is why this phenomenon is also referred to as ""the return of the westerlies"".",79
climate_processes,wikipedia,Monsoon,Monsoon_26,"The rain usually arrives in two waves, at the beginning of June, and again in mid- to late June. The European monsoon is not a monsoon in the traditional sense in that it doesn't meet all the requirements to be classified as such. Instead, the return of the westerlies is more regarded as a conveyor belt that delivers a series of low-pressure centres to Western Europe where they create unsettled weather. These storms generally feature significantly lower-than-average temperatures, fierce rain or hail, thunder, and strong winds.","The rain usually arrives in two waves, at the beginning of June, and again in mid- to late June. The European monsoon is not a monsoon in the traditional sense in that it doesn't meet all the requirements to be classified as such. Instead, the return of the westerlies is more regarded as a conveyor belt that delivers a series of low-pressure centres to Western Europe where they create unsettled weather. These storms generally feature significantly lower-than-average temperatures, fierce rain or hail, thunder, and strong winds.",86
climate_processes,wikipedia,Drought,Drought_0,"A drought is a period of drier-than-normal conditions. A drought can last for days, months or years. Drought often has large impacts on the ecosystems and agriculture of affected regions, and causes harm to the local economy. Annual dry seasons in the tropics significantly increase the chances of a drought developing, with subsequent increased wildfire risks. Heat waves can significantly worsen drought conditions by increasing evapotranspiration. This dries out forests and other vegetation, and increases the amount of fuel for wildfires.","A drought is a period of drier-than-normal conditions. A drought can last for days, months or years. Drought often has large impacts on the ecosystems and agriculture of affected regions, and causes harm to the local economy. Annual dry seasons in the tropics significantly increase the chances of a drought developing, with subsequent increased wildfire risks. Heat waves can significantly worsen drought conditions by increasing evapotranspiration. This dries out forests and other vegetation, and increases the amount of fuel for wildfires.",81
climate_processes,wikipedia,Drought,Drought_1,"Drought is a recurring feature of the climate in most parts of the world, becoming more extreme and less predictable due to climate change, which dendrochronological studies date back to 1900. There are three kinds of drought effects, environmental, economic and social. Environmental effects include the drying of wetlands, more and larger wildfires, loss of biodiversity.","Drought is a recurring feature of the climate in most parts of the world, becoming more extreme and less predictable due to climate change, which dendrochronological studies date back to 1900. There are three kinds of drought effects, environmental, economic and social. Environmental effects include the drying of wetlands, more and larger wildfires, loss of biodiversity.",56
climate_processes,wikipedia,Drought,Drought_2,"Economic impacts of drought result due to negative disruptions to agriculture and livestock farming (causing food insecurity), forestry, public water supplies, river navigation (due to e.g.: lower water levels), electric power supply (by affecting hydropower systems) and impacts on human health.","Economic impacts of drought result due to negative disruptions to agriculture and livestock farming (causing food insecurity), forestry, public water supplies, river navigation (due to e.g.: lower water levels), electric power supply (by affecting hydropower systems) and impacts on human health.",41
climate_processes,wikipedia,Drought,Drought_3,"Social and health costs include the negative effect on the health of people directly exposed to this phenomenon (excessive heat waves), high food costs, stress caused by failed harvests, water scarcity, etc. Drought can also lead to increased air pollution due to increased dust concentrations and wildfires. Prolonged droughts have caused mass migrations and humanitarian crisis.","Social and health costs include the negative effect on the health of people directly exposed to this phenomenon (excessive heat waves), high food costs, stress caused by failed harvests, water scarcity, etc. Drought can also lead to increased air pollution due to increased dust concentrations and wildfires. Prolonged droughts have caused mass migrations and humanitarian crisis.",56
